,,,,,,,,,,,,,,,
,18.2,"Is the insulation in place around hot surfaces and is the insulation in good condition? (No breakaway/omission, high-temperature fuel pipes, and fitting connections and steam pipe)  
뜨거운 표면 주위의 단열재 설치 상태 (고온 연료유관 및 연결부, 스팀파이프 상 단열재 탈락 및 누락 여부)",,,,,,,6,,,,,,
,18.3,"Are pipe lines in good condition? (check oil/water leak, F.O line, cooling line, etc.)  
파이프라인 상태 (누유/누수, 연료류 라인, 냉각수 라인 등 확인)",,,,,,,9,,,,,,
,18.4,"Are guages and indicators in good condition?(local engine control station) 게이지, 지시계기 상태(local engine control station) ",,,,,,,6,,,,,,
,18.5,"Condition of telephone in local engine control station. 
로컬 엔진 제어장소의 전화기 상태",,,,,,,6,,,,,,
,18.6,"Condition of E/R crane.(platform, wire, sheave, controller, hook, etc.) 
기관실 크레인 상태",,,,,,,6,,,,,,
,18.7,"Is the quick closing/shut-off valve in good operational condition? (working condition, air pressure, any prevent operation by bolt, wood wedge)  
폐쇄 및 차단 밸브 작동상태 (작동상태, 공기압, 볼트나 각목에 의한 작동방지 여부)",,,,,,,6,,,,,,
,18.8,"Are alarms in good operating condition? (F.O leakage alarm, M/E oil mist alarm, OMD high density, etc)  
알람 작동 상태 (F.O 누유 알람, M/E OIL MIST 알람, OMD High density 경보 등)",,,,,,,6,,,,,,
,19 Engine Room(G/E),,,,,,,,,,,,,,
,19.1,"Arrangement of Engine room near G/E.(oil trace, leakage, etc) 
G/E 주위 정리정돈 상태(기름 흔적, 누유 등)",,,,,,,6,,,,,,
,19.2,"Is the insulation in place around hot surfaces and is the insulation in good condition? (No breakaway/omission, high-temperature fuel pipes, and fitting connections and steam pipe)  
뜨거운 표면 주위의 단열재 설치 상태 (고온 연료유관 및 연결부, 스팀파이프 상 단열재 탈락 및 누락 여부)",,,,,,,8,,,,,,
,19.3,"Are pipe lines in good condition? (check oil/water leak)  
파이프라인 상태 (누유/누수 점검)",,,,,,,9,,,,,,
,19.4,"Are guages and indicators in good condition?  
게이지, 지시계기 상태",,,,,,,6,,,,,,
,19.5,"Is the generator engine quick closing valve remotely operable? 
발전기 차단벨브 작동상태",,,,,,,3,,,,,,
,20 Engine Room(Aux Machinery),,,,,,,,,,,,,,
,20.1,"Is the insulation in place around hot surfaces and is the insulation in good condition? (No breakaway/omission, high-temperature fuel pipes, and fitting connections and steam pipe)  
뜨거운 표면 주위의 단열재 설치 상태 (고온 연료유관 및 연결부, 스팀파이프 상 단열재 탈락 및 누락 여부)",,,,,,,8,,,,,,
,20.2,"Is the non-conductive mat installed proper location?  
절연매트 설치 상태",,,,,,,4,,,,,,
,20.3,"Is the boiler in an apparent operational condition? (boiler safety test(LL water level trip, flame fail, etc.))  
보일러 작동 상태 (보일러 safety test(LL water level trip, flame fail 등))",,,,,,,2,,,,,,
,20.4,"Are pipe lines in good condition? (check oil/water leak, expansion joint, steam pipe, etc)  
파이프라인 상태 (누유/누수, expansion joint, 스팀파이프 등)",,,,,,,9,,,,,,
,20.5,"Are guages and indicators in good condition?  
게이지, 지시계기 상태",,,,,,,6,,,,,,
,20.6,"Condition of incinerator.(operating condition, drain V/V, emergency stop,  alarm, ash, etc.) 
소각기 상태 (작동상태, drain V/V, 비상정지, 알람, 재 등)",,,,,,,3,,,,,,
,20.7,"Check each pump condition. 
각종 펌프 상태",,,,,,,6,,,,,,
,20.8,"Check condition of each valve. 
각종 밸브 상태",,,,,,,6,,,,,,
,20.9,"Check condition of EGCS (corrosion, malfunction, etc.) 
스크러버 상태 (부식, 오작동 등)",,,,,,,6,,,,,,
,20.10,"Is oil filtering equipment in good operational condition? (15 ppm alarm, auto-stop, outlet pipe inside(cleaning), filter & inner condition, crew's familiarity(operating and alarm test), shore connection, close the discharge valve at berth, operational manual posting, removal of any manual valve on the sampling line)  
유수분리기 상태 (15ppm 경보, 자동 정지, outlet pipe 내부 소제, 필터 및 내부상태, 기기작동법 및 알람 테스트 친숙화, 정박 시 선외배출밸브 잠금확인, 작동설명서 게시, 샘플링라인의 매뉴얼 벨브 제거)",,,,,,,8,,,,,,
,20.11,"Is sewage treatment equipment in good operational condition? (level alarm, pump operation, crew's familiarity(operating and alarm test), air diffuser & circulation line, confirmation of calculation sheet on sewage discharge ratio, shore connection, internal corrosion)  
오수 처리기 상태 (Level alarm, 펌프 작동, 기기작동법 및 알람 테스트 친숙화, Air Diffuser 및 순환라인 고착 여부, 오수 배출율 승인서 비치, 육상 연결구 확인, 내부부식 확인)",,,,,,,12,,,,,,
,20.12,"Check condition of BWTS.(operating condition, management of ANU chemical, etc.) 
밸러스트수 처리기 상태 (작동상태, ANU 약품 관리 상태 등)",,,,,,,8,,,,,,
,21 Purifier Room,,,,,,,,,,,,,,
,21.1,"Arrangement of Purifier room.(oil trace, leakage, coaming, etc) 
청정기실 정리정돈 상태(기름 흔적, 누유 등)",,,,,,,9,,,,,,
,21.2,"Is the insulation in place around hot surfaces and is the insulation in good condition? (No breakaway/omission, high-temperature fuel pipes, and fitting connections and steam pipe)  
뜨거운 표면 주위의 단열재 설치 상태 (고온 연료유관 및 연결부, 스팀파이프 상 단열재 탈락 및 누락 여부)",,,,,,,6,,,,,,
,21.3,"Is the fire door with the self-closing device in good condition? (check working condition, deform, no holding back)  
방화문 상태 (작동 상태, 외관 상태, Holding back 장치 제거)",,,,,,,9,,,,,,
,21.4,"Are pipe lines in good condition? (check oil/water leak)  
파이프라인 상태",,,,,,,9,,,,,,
,21.5,"Are guages and indicators in good condition?  
게이지, 지시계기 상태",,,,,,,6,,,,,,
,22 Engine Room(Floor),,,,,,,,,,,,,,
,22.1,"Arrangement of Engine room floor (oil trace, leakage, corrosion, damage, etc) 
기관실 바닥 정리 상태 (기름 흔적, 누유, 부식, 손상 등)",,,,,,,6,,,,,,
,22.2,"Are pipe lines in good condition? (check oil/water leak)  
파이프라인 상태",,,,,,,9,,,,,,
,22.3,"Are guages and indicators in good condition?  
게이지, 지시계기 상태",,,,,,,6,,,,,,
,22.4,"Is bilge quantity in engine room floor not excessive? (oil/water leakage of main/aux. machinery, no residual and oily rags)  
기관실 빌지(빌지량 확인, 주/보기 oil/water 누수 확인, 기름 걸레 등 제거)",,,,,,,9,,,,,,
,22.5,"Is there any dirty deposit or oil in the pipeline for discharging oily bilge?  
빌지 배출 파이프 라인내 침전물, 유류 유무",,,,,,,9,,,,,,
,22.6,"Check condition of E/R bilge well oil, V/V, bilge pump and etc. 
빌지 웰 유분, 펌프, 밸브 등 상태 확인",,,,,,,12,,,,,,
,22.7,"Is the emergency escape trunk in good condition? (Insulation condition, self-closing fire door, emergency light, the minimum internal dimension of enclosure, at least 800mm X 800mm)  
기관실 비상탈출구 상태 (Insulation, 자동 폐쇄식 방화문, 비상등, 폐위구역 내부 치수 최소 800mm X 800mm)",,,,,,,8,,,,,,
,22.8,"Have all oil sounding caps been closed? (check self-closing device, sounding pipe, cap condition)  
오일 사운딩 캡 상태 (자동 폐쇄 장치, 사운딩 파이프 및 캡 상태 확인)",,,,,,,8,,,,,,
